JobID,TaskID,start_time,end_time,duration
9,9_M2,1607007559.3528855,1607007560.682814,1.3299283981323242
9,9_M1,1607007559.0676484,1607007561.2712407,2.203592300415039
9,9_M0,1607007558.8462412,1607007562.3812714,3.5350301265716553
9,9_R0,1607007562.5708973,1607007566.7262087,4.155311346054077
10,10_M1,1607007567.3625457,1607007569.6774654,2.3149197101593018
10,10_M0,1607007567.139103,1607007570.4234726,3.284369707107544
10,10_M2,1607007567.6627033,1607007571.0888548,3.4261515140533447
10,10_R1,1607007571.2793455,1607007571.3750894,0.09574389457702637
10,10_R0,1607007571.3591332,1607007574.8043017,3.4451684951782227
11,11_M2,1607007575.6171277,1607007577.8384318,2.221304178237915
11,11_M0,1607007575.3458548,1607007578.7132242,3.3673694133758545
11,11_M1,1607007575.6969147,1607007579.0313728,3.334458112716675
11,11_R1,1607007579.3824353,1607007580.1294365,0.7470011711120605
11,11_R0,1607007579.3664765,1607007581.974755,2.608278512954712
12,12_M0,1607007582.466596,1607007583.640641,1.1740450859069824
12,12_M1,1607007582.7049572,1607007584.0834565,1.3784992694854736
12,12_M2,1607007582.8794904,1607007586.225864,3.3463735580444336
12,12_R0,1607007586.3056507,1607007587.4497378,1.1440870761871338
13,13_M2,1607007588.0532584,1607007588.5620234,0.5087649822235107
13,13_M0,1607007588.0532584,1607007589.2751184,1.2218599319458008
13,13_M1,1607007587.9415963,1607007591.4047296,3.4631333351135254
13,13_M3,1607007588.514151,1607007591.4836788,2.9695277214050293
13,13_R0,1607007591.643288,1607007593.6621077,2.018819808959961
14,14_M2,1607007594.454987,1607007595.8512514,1.3962643146514893
14,14_M0,1607007593.947344,1607007597.2315607,3.2842166423797607
14,14_M1,1607007594.311371,1607007597.6115456,3.3001744747161865
14,14_M3,1607007594.4709427,1607007598.2727764,3.8018336296081543
14,14_R0,1607007598.606017,1607007598.730683,0.12466597557067871
15,15_M0,1607007599.0448434,1607007599.1066775,0.061834096908569336
15,15_R0,1607007599.310133,1607007601.5702348,2.260101795196533
15,15_R1,1607007599.62529,1607007602.0310037,2.4057137966156006
16,16_M1,1607007602.6913862,1607007602.7552197,0.06383347511291504
16,16_M0,1607007602.533842,1607007603.7547092,1.2208671569824219
16,16_R0,1607007604.0409398,1607007604.1675997,0.12665987014770508
16,16_R1,1607007604.1995158,1607007604.8818495,0.6823337078094482
17,17_M0,1607007605.2468748,1607007607.4662387,2.2193639278411865
17,17_M1,1607007605.405447,1607007607.64177,2.2363228797912598
17,17_R0,1607007607.8462212,1607007609.0072837,1.161062479019165
17,17_R1,1607007608.0516734,1607007610.695007,2.643333673477173
18,18_M2,1607007611.6298966,1607007611.7576149,0.12771821022033691
18,18_M3,1607007611.900174,1607007613.5959325,1.695758581161499
18,18_M0,1607007611.1717322,1607007614.6741786,3.502446413040161
18,18_M1,1607007611.4410121,1607007614.753966,3.3129539489746094
18,18_R0,1607007614.8327556,1607007615.847171,1.0144155025482178
19,19_M0,1607007616.211196,1607007618.495003,2.2838070392608643
19,19_R0,1607007618.8131511,1607007618.9088967,0.09574556350708008
19,19_R1,1607007619.0046935,1607007621.296782,2.292088508605957
